GeoFIPS,GeoName,Description,RPP 2023
0,United States,RPPs: All items ,100
999,United States (Nonmetropolitan Portion),RPPs: All items ,88.22
10180,"Abilene, TX (Metropolitan Statistical Area)",RPPs: All items ,89.85
10420,"Akron, OH (Metropolitan Statistical Area)",RPPs: All items ,92.83
10500,"Albany, GA (Metropolitan Statistical Area)",RPPs: All items ,86.41
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",RPPs: All items ,104.61
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",RPPs: All items ,97.58
10740,"Albuquerque, NM (Metropolitan Statistical Area)",RPPs: All items ,92.96
10780,"Alexandria, LA (Metropolitan Statistical Area)",RPPs: All items ,86.22
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",RPPs: All items ,98.44
11020,"Altoona, PA (Metropolitan Statistical Area)",RPPs: All items ,88.25
11100,"Amarillo, TX (Metropolitan Statistical Area)",RPPs: All items ,90.81
11180,"Ames, IA (Metropolitan Statistical Area)",RPPs: All items ,91.42
11260,"Anchorage, AK (Metropolitan Statistical Area)",RPPs: All items ,104.55
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",RPPs: All items ,97.97
11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",RPPs: All items ,87.22
11540,"Appleton, WI (Metropolitan Statistical Area)",RPPs: All items ,93.6
11700,"Asheville, NC (Metropolitan Statistical Area)",RPPs: All items ,96.13
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",RPPs: All items ,93.28
12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",RPPs: All items ,100.93
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",RPPs: All items ,97.17
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",RPPs: All items ,88.86
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",RPPs: All items ,91.03
12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",RPPs: All items ,97.62
12540,"Bakersfield, CA (Metropolitan Statistical Area)",RPPs: All items ,102.25
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",RPPs: All items ,102.67
12620,"Bangor, ME (Metropolitan Statistical Area)",RPPs: All items ,91.47
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",RPPs: All items ,105.82
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",RPPs: All items ,90.8
12980,"Battle Creek, MI (Metropolitan Statistical Area)",RPPs: All items ,88.23
13020,"Bay City, MI (Metropolitan Statistical Area)",RPPs: All items ,90.57
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",RPPs: All items ,90.24
13220,"Beckley, WV (Metropolitan Statistical Area)",RPPs: All items ,89.64
13380,"Bellingham, WA (Metropolitan Statistical Area)",RPPs: All items ,104.14
13460,"Bend, OR (Metropolitan Statistical Area)",RPPs: All items ,105.81
13740,"Billings, MT (Metropolitan Statistical Area)",RPPs: All items ,89.61
13780,"Binghamton, NY (Metropolitan Statistical Area)",RPPs: All items ,91.63
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",RPPs: All items ,92.57
13900,"Bismarck, ND (Metropolitan Statistical Area)",RPPs: All items ,89.65
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",RPPs: All items ,90.66
14010,"Bloomington, IL (Metropolitan Statistical Area)",RPPs: All items ,92
14020,"Bloomington, IN (Metropolitan Statistical Area)",RPPs: All items ,93.37
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",RPPs: All items ,90.34
14260,"Boise City, ID (Metropolitan Statistical Area)",RPPs: All items ,93.43
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",RPPs: All items ,111.57
14500,"Boulder, CO (Metropolitan Statistical Area)",RPPs: All items ,99.85
14540,"Bowling Green, KY (Metropolitan Statistical Area)",RPPs: All items ,90.52
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",RPPs: All items ,107.54
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",RPPs: All items ,106.49
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",RPPs: All items ,85.18
15260,"Brunswick, GA (Metropolitan Statistical Area)",RPPs: All items ,89.71
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",RPPs: All items ,94.39
15500,"Burlington, NC (Metropolitan Statistical Area)",RPPs: All items ,92.75
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",RPPs: All items ,100.04
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",RPPs: All items ,100.25
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",RPPs: All items ,88.54
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",RPPs: All items ,102.57
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",RPPs: All items ,86.32
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",RPPs: All items ,87.24
16180,"Carson City, NV (Metropolitan Statistical Area)",RPPs: All items ,94.06
16220,"Casper, WY (Metropolitan Statistical Area)",RPPs: All items ,91.83
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",RPPs: All items ,89.96
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",RPPs: All items ,93.93
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",RPPs: All items ,90.83
16620,"Charleston, WV (Metropolitan Statistical Area)",RPPs: All items ,88.39
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",RPPs: All items ,100.64
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",RPPs: All items ,96.98
16820,"Charlottesville, VA (Metropolitan Statistical Area)",RPPs: All items ,98.59
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",RPPs: All items ,92.79
16940,"Cheyenne, WY (Metropolitan Statistical Area)",RPPs: All items ,90.93
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",RPPs: All items ,102.56
17020,"Chico, CA (Metropolitan Statistical Area)",RPPs: All items ,104.62
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",RPPs: All items ,94.1
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",RPPs: All items ,92.15
17420,"Cleveland, TN (Metropolitan Statistical Area)",RPPs: All items ,90.88
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",RPPs: All items ,93.05
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",RPPs: All items ,96.88
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",RPPs: All items ,90.7
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",RPPs: All items ,97.41
17860,"Columbia, MO (Metropolitan Statistical Area)",RPPs: All items ,89.28
17900,"Columbia, SC (Metropolitan Statistical Area)",RPPs: All items ,92.93
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",RPPs: All items ,88.8
18020,"Columbus, IN (Metropolitan Statistical Area)",RPPs: All items ,90.31
18140,"Columbus, OH (Metropolitan Statistical Area)",RPPs: All items ,94.52
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",RPPs: All items ,91.31
18700,"Corvallis, OR (Metropolitan Statistical Area)",RPPs: All items ,106.36
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",RPPs: All items ,97.99
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",RPPs: All items ,85.82
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",RPPs: All items ,103.29
19140,"Dalton, GA (Metropolitan Statistical Area)",RPPs: All items ,90.28
19180,"Danville, IL (Metropolitan Statistical Area)",RPPs: All items ,86.82
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",RPPs: All items ,94.73
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",RPPs: All items ,89.27
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",RPPs: All items ,92.29
19460,"Decatur, AL (Metropolitan Statistical Area)",RPPs: All items ,90.1
19500,"Decatur, IL (Metropolitan Statistical Area)",RPPs: All items ,86.6
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",RPPs: All items ,98.74
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",RPPs: All items ,105.49
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",RPPs: All items ,92.66
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",RPPs: All items ,98.01
20020,"Dothan, AL (Metropolitan Statistical Area)",RPPs: All items ,88.32
20100,"Dover, DE (Metropolitan Statistical Area)",RPPs: All items ,91.65
20220,"Dubuque, IA (Metropolitan Statistical Area)",RPPs: All items ,89.06
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",RPPs: All items ,86.98
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",RPPs: All items ,96.64
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",RPPs: All items ,95.66
20740,"Eau Claire, WI (Metropolitan Statistical Area)",RPPs: All items ,91.41
20940,"El Centro, CA (Metropolitan Statistical Area)",RPPs: All items ,100.08
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",RPPs: All items ,89.39
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",RPPs: All items ,92.57
21300,"Elmira, NY (Metropolitan Statistical Area)",RPPs: All items ,92.2
21340,"El Paso, TX (Metropolitan Statistical Area)",RPPs: All items ,90.24
21420,"Enid, OK (Metropolitan Statistical Area) *",RPPs: All items ,86.14
21500,"Erie, PA (Metropolitan Statistical Area)",RPPs: All items ,91.52
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",RPPs: All items ,103.48
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",RPPs: All items ,89.76
21820,"Fairbanks, AK (Metropolitan Statistical Area)",RPPs: All items ,99.36
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",RPPs: All items ,89.41
22140,"Farmington, NM (Metropolitan Statistical Area)",RPPs: All items ,86.52
22180,"Fayetteville, NC (Metropolitan Statistical Area)",RPPs: All items ,91.39
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",RPPs: All items ,90.96
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",RPPs: All items ,91.27
22420,"Flint, MI (Metropolitan Statistical Area)",RPPs: All items ,89.83
22500,"Florence, SC (Metropolitan Statistical Area)",RPPs: All items ,88
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",RPPs: All items ,85.62
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",RPPs: All items ,92.84
22660,"Fort Collins, CO (Metropolitan Statistical Area)",RPPs: All items ,96.62
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",RPPs: All items ,85.06
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",RPPs: All items ,89.98
23420,"Fresno, CA (Metropolitan Statistical Area)",RPPs: All items ,103.99
23460,"Gadsden, AL (Metropolitan Statistical Area)",RPPs: All items ,87.02
23540,"Gainesville, FL (Metropolitan Statistical Area)",RPPs: All items ,96.9
23580,"Gainesville, GA (Metropolitan Statistical Area)",RPPs: All items ,96.1
23900,"Gettysburg, PA (Metropolitan Statistical Area)",RPPs: All items ,92.72
24020,"Glens Falls, NY (Metropolitan Statistical Area)",RPPs: All items ,93.55
24140,"Goldsboro, NC (Metropolitan Statistical Area)",RPPs: All items ,89.73
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",RPPs: All items ,86.2
24260,"Grand Island, NE (Metropolitan Statistical Area)",RPPs: All items ,87.26
24300,"Grand Junction, CO (Metropolitan Statistical Area)",RPPs: All items ,92.13
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",RPPs: All items ,95.19
24420,"Grants Pass, OR (Metropolitan Statistical Area)",RPPs: All items ,100.71
24500,"Great Falls, MT (Metropolitan Statistical Area)",RPPs: All items ,92.6
24540,"Greeley, CO (Metropolitan Statistical Area)",RPPs: All items ,95.99
24580,"Green Bay, WI (Metropolitan Statistical Area)",RPPs: All items ,92.06
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",RPPs: All items ,92.68
24780,"Greenville, NC (Metropolitan Statistical Area)",RPPs: All items ,91.61
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",RPPs: All items ,92.78
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",RPPs: All items ,89.35
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",RPPs: All items ,95.15
25220,"Hammond, LA (Metropolitan Statistical Area)",RPPs: All items ,87.51
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",RPPs: All items ,98.42
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",RPPs: All items ,96.53
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",RPPs: All items ,93.22
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",RPPs: All items ,102.57
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",RPPs: All items ,89.3
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",RPPs: All items ,89.22
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",RPPs: All items ,95.65
25980,"Hinesville, GA (Metropolitan Statistical Area)",RPPs: All items ,93.89
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",RPPs: All items ,95.43
26300,"Hot Springs, AR (Metropolitan Statistical Area)",RPPs: All items ,85.8
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",RPPs: All items ,88.58
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",RPPs: All items ,100.22
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",RPPs: All items ,88.44
26620,"Huntsville, AL (Metropolitan Statistical Area)",RPPs: All items ,94.4
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",RPPs: All items ,89.95
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",RPPs: All items ,94.58
26980,"Iowa City, IA (Metropolitan Statistical Area)",RPPs: All items ,91.83
27060,"Ithaca, NY (Metropolitan Statistical Area)",RPPs: All items ,98.92
27100,"Jackson, MI (Metropolitan Statistical Area)",RPPs: All items ,92.73
27140,"Jackson, MS (Metropolitan Statistical Area)",RPPs: All items ,90.67
27180,"Jackson, TN (Metropolitan Statistical Area)",RPPs: All items ,87.28
27260,"Jacksonville, FL (Metropolitan Statistical Area)",RPPs: All items ,99.22
27340,"Jacksonville, NC (Metropolitan Statistical Area)",RPPs: All items ,91.58
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",RPPs: All items ,91.39
27620,"Jefferson City, MO (Metropolitan Statistical Area)",RPPs: All items ,87.68
27740,"Johnson City, TN (Metropolitan Statistical Area)",RPPs: All items ,88.87
27780,"Johnstown, PA (Metropolitan Statistical Area)",RPPs: All items ,88.06
27860,"Jonesboro, AR (Metropolitan Statistical Area)",RPPs: All items ,85.69
27900,"Joplin, MO (Metropolitan Statistical Area)",RPPs: All items ,85.65
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",RPPs: All items ,106.28
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",RPPs: All items ,93.98
28100,"Kankakee, IL (Metropolitan Statistical Area)",RPPs: All items ,92.31
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",RPPs: All items ,93.27
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",RPPs: All items ,98.99
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",RPPs: All items ,91.76
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",RPPs: All items ,85.35
28740,"Kingston, NY (Metropolitan Statistical Area)",RPPs: All items ,98.97
28940,"Knoxville, TN (Metropolitan Statistical Area)",RPPs: All items ,92.77
29020,"Kokomo, IN (Metropolitan Statistical Area)",RPPs: All items ,89.67
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",RPPs: All items ,91.29
29180,"Lafayette, LA (Metropolitan Statistical Area)",RPPs: All items ,87.01
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",RPPs: All items ,91.52
29340,"Lake Charles, LA (Metropolitan Statistical Area)",RPPs: All items ,86.75
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",RPPs: All items ,89.9
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",RPPs: All items ,97.37
29540,"Lancaster, PA (Metropolitan Statistical Area)",RPPs: All items ,96.31
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",RPPs: All items ,92.85
29700,"Laredo, TX (Metropolitan Statistical Area)",RPPs: All items ,87.79
29740,"Las Cruces, NM (Metropolitan Statistical Area)",RPPs: All items ,89.35
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",RPPs: All items ,97.4
29940,"Lawrence, KS (Metropolitan Statistical Area)",RPPs: All items ,90.99
30020,"Lawton, OK (Metropolitan Statistical Area)",RPPs: All items ,87.63
30140,"Lebanon, PA (Metropolitan Statistical Area)",RPPs: All items ,95.33
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",RPPs: All items ,87.2
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",RPPs: All items ,100.11
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",RPPs: All items ,93.11
30620,"Lima, OH (Metropolitan Statistical Area)",RPPs: All items ,87.59
30700,"Lincoln, NE (Metropolitan Statistical Area)",RPPs: All items ,91.95
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",RPPs: All items ,89.09
30860,"Logan, UT-ID (Metropolitan Statistical Area)",RPPs: All items ,92.91
30980,"Longview, TX (Metropolitan Statistical Area)",RPPs: All items ,88.42
31020,"Longview, WA (Metropolitan Statistical Area)",RPPs: All items ,99.41
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",RPPs: All items ,115.46
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",RPPs: All items ,94.02
31180,"Lubbock, TX (Metropolitan Statistical Area)",RPPs: All items ,90.87
31340,"Lynchburg, VA (Metropolitan Statistical Area)",RPPs: All items ,90.28
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",RPPs: All items ,90.04
31460,"Madera, CA (Metropolitan Statistical Area)",RPPs: All items ,102.95
31540,"Madison, WI (Metropolitan Statistical Area)",RPPs: All items ,95.79
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",RPPs: All items ,105.07
31740,"Manhattan, KS (Metropolitan Statistical Area)",RPPs: All items ,90.26
31860,"Mankato, MN (Metropolitan Statistical Area)",RPPs: All items ,87.64
31900,"Mansfield, OH (Metropolitan Statistical Area)",RPPs: All items ,86.62
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",RPPs: All items ,85.56
32780,"Medford, OR (Metropolitan Statistical Area)",RPPs: All items ,103.35
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",RPPs: All items ,92.43
32900,"Merced, CA (Metropolitan Statistical Area)",RPPs: All items ,99.52
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",RPPs: All items ,111.82
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",RPPs: All items ,92.07
33220,"Midland, MI (Metropolitan Statistical Area)",RPPs: All items ,90.57
33260,"Midland, TX (Metropolitan Statistical Area)",RPPs: All items ,94.76
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",RPPs: All items ,95.54
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",RPPs: All items ,104.51
33540,"Missoula, MT (Metropolitan Statistical Area)",RPPs: All items ,93.11
33660,"Mobile, AL (Metropolitan Statistical Area)",RPPs: All items ,89.42
33700,"Modesto, CA (Metropolitan Statistical Area)",RPPs: All items ,104.96
33740,"Monroe, LA (Metropolitan Statistical Area)",RPPs: All items ,83.6
33780,"Monroe, MI (Metropolitan Statistical Area)",RPPs: All items ,93.21
33860,"Montgomery, AL (Metropolitan Statistical Area)",RPPs: All items ,90.76
34060,"Morgantown, WV (Metropolitan Statistical Area)",RPPs: All items ,92.28
34100,"Morristown, TN (Metropolitan Statistical Area)",RPPs: All items ,87.71
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",RPPs: All items ,106.02
34620,"Muncie, IN (Metropolitan Statistical Area)",RPPs: All items ,88.8
34740,"Muskegon, MI (Metropolitan Statistical Area)",RPPs: All items ,91.68
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",RPPs: All items ,92.82
34900,"Napa, CA (Metropolitan Statistical Area)",RPPs: All items ,111.77
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",RPPs: All items ,105.81
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",RPPs: All items ,97.43
35100,"New Bern, NC (Metropolitan Statistical Area)",RPPs: All items ,89.95
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",RPPs: All items ,103.5
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",RPPs: All items ,91.15
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",RPPs: All items ,112.47
35660,"Niles, MI (Metropolitan Statistical Area)",RPPs: All items ,89.68
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",RPPs: All items ,103.64
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",RPPs: All items ,100.42
36100,"Ocala, FL (Metropolitan Statistical Area)",RPPs: All items ,95.51
36140,"Ocean City, NJ (Metropolitan Statistical Area)",RPPs: All items ,101.47
36220,"Odessa, TX (Metropolitan Statistical Area)",RPPs: All items ,92.06
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",RPPs: All items ,95.13
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",RPPs: All items ,90.98
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",RPPs: All items ,106.48
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",RPPs: All items ,92.52
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",RPPs: All items ,101.11
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",RPPs: All items ,90.69
36980,"Owensboro, KY (Metropolitan Statistical Area)",RPPs: All items ,90.03
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",RPPs: All items ,113.47
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",RPPs: All items ,100.84
37460,"Panama City, FL (Metropolitan Statistical Area)",RPPs: All items ,97.98
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",RPPs: All items ,88.22
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",RPPs: All items ,95.56
37900,"Peoria, IL (Metropolitan Statistical Area)",RPPs: All items ,88.62
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",RPPs: All items ,103.55
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",RPPs: All items ,105.52
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",RPPs: All items ,80.33
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",RPPs: All items ,94.44
38340,"Pittsfield, MA (Metropolitan Statistical Area)",RPPs: All items ,92.97
38540,"Pocatello, ID (Metropolitan Statistical Area)",RPPs: All items ,87.75
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",RPPs: All items ,103.6
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",RPPs: All items ,106.62
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",RPPs: All items ,101.68
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",RPPs: All items ,109.73
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",RPPs: All items ,95.03
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",RPPs: All items ,100.86
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",RPPs: All items ,95.02
39380,"Pueblo, CO (Metropolitan Statistical Area)",RPPs: All items ,92.4
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",RPPs: All items ,98.44
39540,"Racine, WI (Metropolitan Statistical Area)",RPPs: All items ,95.04
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",RPPs: All items ,97.99
39660,"Rapid City, SD (Metropolitan Statistical Area)",RPPs: All items ,90.32
39740,"Reading, PA (Metropolitan Statistical Area)",RPPs: All items ,96.02
39820,"Redding, CA (Metropolitan Statistical Area)",RPPs: All items ,102.84
39900,"Reno, NV (Metropolitan Statistical Area)",RPPs: All items ,97.45
40060,"Richmond, VA (Metropolitan Statistical Area)",RPPs: All items ,97.99
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",RPPs: All items ,107.93
40220,"Roanoke, VA (Metropolitan Statistical Area)",RPPs: All items ,90.94
40340,"Rochester, MN (Metropolitan Statistical Area)",RPPs: All items ,93.11
40380,"Rochester, NY (Metropolitan Statistical Area)",RPPs: All items ,97.67
40420,"Rockford, IL (Metropolitan Statistical Area)",RPPs: All items ,90.07
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",RPPs: All items ,88.24
40660,"Rome, GA (Metropolitan Statistical Area)",RPPs: All items ,90.22
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",RPPs: All items ,108.89
40980,"Saginaw, MI (Metropolitan Statistical Area)",RPPs: All items ,89.26
41060,"St. Cloud, MN (Metropolitan Statistical Area)",RPPs: All items ,89.33
41100,"St. George, UT (Metropolitan Statistical Area)",RPPs: All items ,96.06
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",RPPs: All items ,87.8
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",RPPs: All items ,96.31
41420,"Salem, OR (Metropolitan Statistical Area)",RPPs: All items ,102.41
41500,"Salinas, CA (Metropolitan Statistical Area)",RPPs: All items ,112.99
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",RPPs: All items ,95.12
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",RPPs: All items ,96.4
41660,"San Angelo, TX (Metropolitan Statistical Area)",RPPs: All items ,90.87
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",RPPs: All items ,93.73
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",RPPs: All items ,111.49
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",RPPs: All items ,118.23
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",RPPs: All items ,112.87
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",RPPs: All items ,110.82
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",RPPs: All items ,112.59
42140,"Santa Fe, NM (Metropolitan Statistical Area)",RPPs: All items ,93.37
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",RPPs: All items ,113.49
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",RPPs: All items ,110.08
42340,"Savannah, GA (Metropolitan Statistical Area)",RPPs: All items ,95.57
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",RPPs: All items ,92.97
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",RPPs: All items ,112.99
