GeoFIPS,GeoName,Description,RPP 2023
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)", RPPs: Services: Other ,98.14
39660,"Rapid City, SD (Metropolitan Statistical Area)", RPPs: Services: Other ,91.81
39740,"Reading, PA (Metropolitan Statistical Area)", RPPs: Services: Other ,97.63
39820,"Redding, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
39900,"Reno, NV (Metropolitan Statistical Area)", RPPs: Services: Other ,94.11
40060,"Richmond, VA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.38
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,101.6
40220,"Roanoke, VA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.38
40340,"Rochester, MN (Metropolitan Statistical Area)", RPPs: Services: Other ,91.63
40380,"Rochester, NY (Metropolitan Statistical Area)", RPPs: Services: Other ,97.6
40420,"Rockford, IL (Metropolitan Statistical Area)", RPPs: Services: Other ,98.2
40580,"Rocky Mount, NC (Metropolitan Statistical Area)", RPPs: Services: Other ,98.14
40660,"Rome, GA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.05
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
40980,"Saginaw, MI (Metropolitan Statistical Area)", RPPs: Services: Other ,97.88
41060,"St. Cloud, MN (Metropolitan Statistical Area)", RPPs: Services: Other ,91.63
41100,"St. George, UT (Metropolitan Statistical Area)", RPPs: Services: Other ,94.37
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)", RPPs: Services: Other ,93.32
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)", RPPs: Services: Other ,98.18
41420,"Salem, OR (Metropolitan Statistical Area)", RPPs: Services: Other ,104.2
41500,"Salinas, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)", RPPs: Services: Other ,98.26
41620,"Salt Lake City, UT (Metropolitan Statistical Area)", RPPs: Services: Other ,94.37
41660,"San Angelo, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,100.65
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,105.67
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
42140,"Santa Fe, NM (Metropolitan Statistical Area)", RPPs: Services: Other ,93.69
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
42340,"Savannah, GA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.05
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)", RPPs: Services: Other ,97.63
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)", RPPs: Services: Other ,108.23
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)", RPPs: Services: Other ,99.48
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)", RPPs: Services: Other ,99.48
43100,"Sheboygan, WI (Metropolitan Statistical Area)", RPPs: Services: Other ,97.97
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)", RPPs: Services: Other ,95.34
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)", RPPs: Services: Other ,93.26
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)", RPPs: Services: Other ,92.79
43620,"Sioux Falls, SD (Metropolitan Statistical Area)", RPPs: Services: Other ,91.81
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)", RPPs: Services: Other ,97.64
43900,"Spartanburg, SC (Metropolitan Statistical Area)", RPPs: Services: Other ,97.4
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)", RPPs: Services: Other ,102.89
44100,"Springfield, IL (Metropolitan Statistical Area)", RPPs: Services: Other ,98.2
44140,"Springfield, MA (Metropolitan Statistical Area)", RPPs: Services: Other ,101.58
44180,"Springfield, MO (Metropolitan Statistical Area)", RPPs: Services: Other ,93.26
44220,"Springfield, OH (Metropolitan Statistical Area)", RPPs: Services: Other ,97.78
44300,"State College, PA (Metropolitan Statistical Area)", RPPs: Services: Other ,97.63
44420,"Staunton, VA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.38
44700,"Stockton, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
44940,"Sumter, SC (Metropolitan Statistical Area)", RPPs: Services: Other ,97.4
45060,"Syracuse, NY (Metropolitan Statistical Area)", RPPs: Services: Other ,97.6
45220,"Tallahassee, FL (Metropolitan Statistical Area)", RPPs: Services: Other ,99.48
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)", RPPs: Services: Other ,99.44
45460,"Terre Haute, IN (Metropolitan Statistical Area)", RPPs: Services: Other ,97.59
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)", RPPs: Services: Other ,95.25
45540,"The Villages, FL (Metropolitan Statistical Area)", RPPs: Services: Other ,99.48
45780,"Toledo, OH (Metropolitan Statistical Area)", RPPs: Services: Other ,97.78
45820,"Topeka, KS (Metropolitan Statistical Area)", RPPs: Services: Other ,94.1
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)", RPPs: Services: Other ,97.93
46060,"Tucson, AZ (Metropolitan Statistical Area)", RPPs: Services: Other ,93.26
46140,"Tulsa, OK (Metropolitan Statistical Area)", RPPs: Services: Other ,95.41
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)", RPPs: Services: Other ,98.68
46300,"Twin Falls, ID (Metropolitan Statistical Area) *", RPPs: Services: Other ,92.88
46340,"Tyler, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)", RPPs: Services: Other ,101.86
46540,"Utica-Rome, NY (Metropolitan Statistical Area)", RPPs: Services: Other ,97.6
46660,"Valdosta, GA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.05
46700,"Vallejo, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
47020,"Victoria, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)", RPPs: Services: Other ,97.93
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)", RPPs: Services: Other ,98.37
47300,"Visalia, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
47380,"Waco, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
47460,"Walla Walla, WA (Metropolitan Statistical Area)", RPPs: Services: Other ,102.89
47580,"Warner Robins, GA (Metropolitan Statistical Area)", RPPs: Services: Other ,98.05
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)", RPPs: Services: Other ,101.71
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)", RPPs: Services: Other ,93.11
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)", RPPs: Services: Other ,97.6
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)", RPPs: Services: Other ,97.97
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)", RPPs: Services: Other ,99.46
48300,"Wenatchee, WA (Metropolitan Statistical Area)", RPPs: Services: Other ,102.89
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)", RPPs: Services: Other ,99.45
48620,"Wichita, KS (Metropolitan Statistical Area)", RPPs: Services: Other ,94.1
48660,"Wichita Falls, TX (Metropolitan Statistical Area)", RPPs: Services: Other ,95.27
48700,"Williamsport, PA (Metropolitan Statistical Area)", RPPs: Services: Other ,97.63
48900,"Wilmington, NC (Metropolitan Statistical Area)", RPPs: Services: Other ,98.14
49020,"Winchester, VA-WV (Metropolitan Statistical Area)", RPPs: Services: Other ,98.56
49180,"Winston-Salem, NC (Metropolitan Statistical Area)", RPPs: Services: Other ,98.14
49340,"Worcester, MA-CT (Metropolitan Statistical Area)", RPPs: Services: Other ,101.7
49420,"Yakima, WA (Metropolitan Statistical Area)", RPPs: Services: Other ,102.89
49620,"York-Hanover, PA (Metropolitan Statistical Area)", RPPs: Services: Other ,97.63
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)", RPPs: Services: Other ,97.83
49700,"Yuba City, CA (Metropolitan Statistical Area)", RPPs: Services: Other ,104.29
49740,"Yuma, AZ (Metropolitan Statistical Area)", RPPs: Services: Other ,93.26
